text,label
"We were looking for a nice dumpling spot in Chinatoen and ended up settling for this place after a long walk. The host was very nice and quiet but helpful. The food came out at an average rate. It wasn't the best presentation but it was edible. The food was a little bland but it made us full. n nThe WORST and most awful part of this experience was when we went to pay. We walked up to the cashier who was so incredibly rude. She demanded a minimum ten percent tip. We usually leave more, but her rude yelling resulted in exactly ten percent. Tip is optional and should not be forced upon the customers. After that she ended up yelling about something or other but my friend and I just walked out ecause of how offensive she was. If she wasn't there, the full experience would've been much more enjoyable.",1
"Just finished a move with these guys in town. It was ok. The price per hour is higher than I would expect but at least they are insured and take care of stuff. I had some wood pieces that were damaged, they took them and repaired them no questions asked. n nHowever, I have a beef with the teardown assembly portion of the move. They took my king bed apart which was fine, but the re assemble was basically all wrong. They forgot a piece, stripped some screws, and what they did put together was not properly aligned. When I pointed this out, they said their handyman would call me. It's been two weeks and counting, no call. note did eventually call . n nI had to take the whole thing apart, fix it, put it back together which was a 90 minute job. So I was not happy about that. So overall pretty good but since they cost top dollar I expected top service and it fell a little short. To be sure I probably would use them again though.",2
"Artie is our lifetime plumber! He's great! We've had him replace faucets, toilets, etc. all the work he's done has been excellent. Everything's working great everything looks great! On top of that, the bills we've received from him haven't had any surprises his quotes were accurate. I'd highly recommend Artie. We'll use him for all of our plumbing needs.",2
"First let me state that the only reason I am deducting a star is because I didn't like the entree that I ordered, but due to the fact that the quality of the food was great I would return to try a different entree on the menu. I also really enjoyed their lettuce wraps, so that would bring me back again. n nThe service here is amazing! Our waitress, I believe her name was Ashley cute blonde girl did a fantastic job! She was professional, knowledgeable, and personable. The manager was also great. He came to see how everything was, gave us a coupon and invited us back. n nThe atmosphere was very modern, cute, laid back and fun. n nI really enjoyed my experience here and as I stated previously, I would return to try something different on the menu! ",2
"This is already a place where the staff knows names of people coming in for a hot breakfast I observed it this morning. Demographics are mostly middle aged to retired folks, with the latter having a good time exchanging quips with their server. n nSizable outdoor seating exists here as well as good room inside with rather modern decor, including a curved bar for solo patrons looking for a quick breakfast. Background music was on the quiet side. n nI enjoyed my 2 egg breakfast with hash browns English muffin. Pancakes were just alright though. On the menu the omelettes sounded good, as well as some of the vegan options made with tofu and assorted veggies. Breakfast served all day so I know I'll take advantage of that. n nUpdate Service has gone downhill on recent visits. Attitude issues from server for no good reason.",1
"At least the sheets were clean. But this place seems like it exists for the two race weeks of the year. The upholstered chair in the room had multiple stains, the top cover of the toilet was cracked and the tile in the bathroom was in bad shape. The complementary breakfast was coffee with creamora instead of half half , cereal, and toaster waffles. If you like being lulled to sleep with hiway noise, you will love it. The price was low but you get what you pay for.",1
"Not really sure what all the hype is about here. Sure they have a lot of different options to choose from but I'd prefer quality over quantity. The potato pancakes were a pleather of nothing but grease and bland flavor. The stuffed cabbage, well Let's just not even talk about that. I don't want to sound mean but this just isn't the real deal. A lot of people have the misconception that if it's in the strip, it has to be good. I think you have to truly know what something is supposed to taste like before you can say it's great. Just my opinion though. Not impressed or satisfied and probably won't return sorry",1
"The food is average. But if your making a reservation for 10 or more, they make you put a credit card down for the reservation and do prix fix menus. We made a reservation for 14 but one got sick and only 13 showed up. We got the bill and they charged us for 14 dinners at 45 a pop . Manager said we were contracted for 14 and it doesnt matter how many actually showed up and would not fix the bill. We ended up splitting the extra dinner and with 2 beers person our total was 75 each for average mexican food! Ended up making them give us the entree to go and found a homeless person across the street to give the food to.",1
"We stopped here for a quick lunch after doing some errands and shopping. The restaurants was pretty empty with two other patrons there besides us. The restaurant was clean and well kept, and the decor was much more subdued and classier than some of the other Hawaiian restaurants in town. We ordered two different combination plates with two scoops of rice and one scoop of macaroni salad. The chicken was thin and dry, and unfortunately the highlight of the meal. I couldn't stomach the beef as it had a very distinct, off putting, odor to it. The pork was also dry and had an off putting smell. I did not want to chance a food poisoning so I just ate the chicken and rice. The macaroni salad tasted like it had been marinaded in a cleaning solution. The price is fair for the amount of food you get, but in this case I would opt for quality over quantity. I don't plan on coming back.",1
"Pet Club carries a wide variety of food for dogs and cats. If you want low end food, go elsewhere. They specialize in mid to high end products don't believe the other reviewer she got it wrong . They also carry food for birds, rodents, and horses, but I can't vouch for their selection for these animals. The prices are fantastic bagged food is always several dollars cheaper than Petco Petsmart, and canned food is sometimes as much as a dollar cheaper per can. Pet Club staff are far more knowledgable about pet nutrition and food options than the big stores. n nEven though they specialize in food, Pet Club carries a selection of supplies other than food, such as collars, leashes, grooming products, bowls, beds, toys, cat trees, and treats. It's not huge, but there's enough variety for most people. FInally, there is no actual club no membership is required. n nThis location is small and cramped the majority of the location is warehouse for inventory and not particularly clean, but the service and quality of product is great. Skip the narrow parking lot and park on the east side of the building but don't worry they'll happily carry everything to your car for you. Pets welcome.",2
