text,label
"I give this place a one star due to the bad service and I feel it it the fault of upper management. I went to this location on a Saturday night around 8 30, the restaurant was busy but not packed waiting about 10 minutes before someone came over i noticed that there were only two cooks and two people serving, taking orders, and working the front counter. We placed our drink order then waited and waited. 25 minutes after we arrived we finally got some of our drinks except for the shake the waiter forgot about. Food arrived and it was good but cannot get over the fact that there only was four people working. Several tables around me were also complaining about the service. Management of this location read these comments and other from other patrons, you Will find that everyone thinks your service sucks! Staff your restaurant accordingly. This was the third time I have been there and service is always the same. I will not be back anytime soon.",1
"To me Outback Steakhouse is on par with Applebee's or TGIFriday's nothing special. n nThe food is okay, the atmosphere is okay, the service is okay. n nA friend of mine loves this place so the boyfriend and I went there for dinner. We all ordered steak. I ordered the outback special a 6 oz steak with your choice of two sides I chose fries and veggies. You get all this for 10. And guess what? It tastes like a 10 steak. I guess I've been spoiled at places like Mastro's and Morton's because this steak was not even in the same galaxy as steaks from those places. But it was 10 so I wasn't expecting it to be the best steak I've ever had either. Honestly, for a cheap piece of meat it was pretty okay. In retrospect I with I would have shelled out a few more bucks, maybe I would have gotten something a little better. n nAll in all, Outback isn't horrible, it's just not great. It's a chain and you get what you pay for.",1
"Used to go here about 4 nights a week right after the gym. About a year ago, this place was great. Then it started to go downhill fast. That says a lot about ownership not paying attention. The people they have hired over the last several months have the absolute worst attitudes. I even had one time a girl tried to tell me they were closed early and that they were out of chicken. The male working there told me they do have chicken and that girl was trying to go home early. Now they no longer give discount to gym members. Portion sizes are about half of what they used to be. Service is worse than the Shell station employees down the street. On top of all that the last two times I went there to pick up a to go order, they were missing extra chicken we had paid for and gave us white rice instead of brown rice that we ordered. Sorry teriyaki boy owner, but you should have been paying better attention. 18 times 4 nights a week lost from us.",1
"Spirit airlines is THEE worst airline I've ever flown with. I flew from VA to Vegas and I was appalled that you had to pay for a carry on . At every other airline you get 1 free carryon and 1 free personal item such as a purse or a man bag with them you either pay 25 50 round trip during booking, 36 during online check in 72 round trip , 50 at the bag drop of 100 round trip or 100 at the gate 200 round trip . Your bag has to be 40lbs and under if it is over you pay an additional amount per how many lbs it is over. The seats were ridiculously SMALL. My flight took off 30 minutes later than expected and arrived an hour later than expected to our destination. Spirit is the worst airline I've ever flown and WILL never fly w them again also if you fly west coast to east coast you pay an additional 18 bag fee for going west to east. n n nGreat job spirit. Secret fees are pretty customer friendly not!",1
"You know a buffet is bad when you don't leave full. The food here wasn't as bad as prison food though my wife makes that comparison I do think it was comparable to low grade cafeteria food. Very low quality and made it extremely difficult to gorge yourself The line for the buffet made me think we would be getting something awesome, but it wasn't. Instead it turned out just to be a long wait for crappy food. n nOn top of that we went right at the cusp of breakfast and lunch. Now most buffets would keep some of the breakfast stuff out at least until noon. I had the luck of waiting in line for the breakfast stuff and then just as I got the front of the buffet, they decided to consolidate all the breakfast stuff to the OTHER side of the room, so I had to wait in line again. And of course by the time I got to the front, everything was almost gone anyway. Annoying! And the lunch buffet itself was just as disappointing. I highly don't recommend this place. Go to the Paris Buffet instead",1
"Revisited recently a few items to note n n Improved seating dining area. Looks like they remodeled the inside and it's more comfortable if you're dining in. Waiting for a to go order? Still a bit awkward, but at least there's a half wall to divide the entrance from the dining area. n n Service still a bit ""off "" very rushed feeling. Our server sat us and before our butts hit the chair he was asking what we wanted to eat. We asked for a minute, and he returned literally within a minute to see if we were ready. n n Pricey. 1.50 for a can of coke or a single cup of tea. Most entrees border 10. Most appetizers border 7. Papya salad, diet coke, and entree cost more than 20 before tip. That's steep, in my book, given the quality and quantity. n n Spice levels are perfect. Three spice will get your attention but won't overwhelm. n nFor the value, atmosphere, and service, you can do a lot better. Monsoon Siam destroys this place all day long.",1
"I went to dinner here on 10 28 2010. What attracted me was the reputation the restaurant had for it's authentic food and the Mariachi Trio music on Thursday night. What a disappointment it was! The steak fajitas came out and they were served as a pile of mostly onions and some green peppers. There was hardly any steak in the pile and what I did find had very little seasoning and was tough, definitely not top sirloin! nWe were also served chips and salsa which were OK, nothing special. nSince we were still hungry after eating the fajitas, we ordered sopapillas. nThey came out and again what a disappointment! Hardly any flavor to them and very little sugar coating on the outside. The honey syrup didn't come in a serving decanter but instead in cheap peel open packages you would find at a fast food restaurant. As I looked around i thought the only people that would eat here are tourists who will never come back and people who don't know what authentic mexican food tastes like.",1
"I really want to like this place but. n nThe service really leaves something to be desired, I think we confused the server by ordering appetizers because our entrees came out before our appetizers. When we asked about them she seemed really confused that we actually wanted to have them before our meals. When our meals finally arrived, my friend got her meal plus they put the appetizer in front of her but I did not get my meal. So we just ate the appetizers. I finally got my meal after inquiry. Also, the waitresses are quite surly. n nThe food leaves something to be desired as well. The bread for the cuban sandwich was very dry and very flaky. Very peculiar and hard to eat. n nOverpriced and it is a hassle to use their bathroom. You have to ask for a key and then walk down a sketchy outside hallway in the back of the restaurant. My advice Try to hold it until the El Cortez across the street.",1
"if there were zero stars that's what they would get. READ THE OTHER REVIEWS, the associates are trained to be SHADY! I reserved an economy car online for 2 days, 48 not bad and when I arrived Jessica at the counter told me it was a 2 door car that may not work for 4 ppl. I upgraded for 10.99 more a day which doubled the total cost of the rental only to find out from the very nice lady at the car parking garage the economy is a 4 DOOR CAR that can seat 4 people. I had to wait in line again to change the rental agreement which she smirked and said ""oh I hope it is still available "" ummm it's been less than 5 minutes and the nice car park lady told me she would hold the car for me. nCharged me for accidental insurace which she REFUSED to remove, try to scare me shitless about not buying liability and damage insurance. Oh yeah she was also giving the nice foreign family in front of me the same scare tatic and they upgraded to a bigger car too. nRENTER BEWARE!",1
"There is a reason this is the cheapest chain of studios in town. n nDirty, grimy feeling throughout the facility. nNot enough variety of classes or instructors. Need to add vinyasa flow and yin classes to the schedule. n nI can only go during the daytime before 5pm, and there are literally only 2 class options for me daily. n nJulie is there four mornings a week, and her yoga class is about as enjoyable as a root canal. She seems to lack any compassion or patience. Her Pilates and sculpt are ok, but I recommend Brigita,Tatiana or Seashell for Yoga. n nYou may want to bring your own weights to sculpt classes because they usually do not have enough to go around. n nYes they have showers but they are high school locker room style, with multiple shower heads in one big space. Thanks but no thanks. n nI really wanted to like this place after moving just down the street, but there are so many other great yoga studios in town that are more deserving of my time and money.",1
