text,label
"I have been coming here for years, I lived across the road in my student days so the lunch time buffet was always a go to for vast amounts of healthy food. Sadly I am never in town these days at lunch, but I have been in for their evening service many times in the last few years so my review is more focused on that aspect. n nBirthday meal for the missus last night who had not been here before and is vegan, so a dedicated veg vegan curry place was ideal. First impressions were I liked the new decor. Service was efficient and attentive. n nNow the food. I always opt for the Thali All three courses served at once on a tray containing little dishes in here on the a la carte, alas my favourite the southern Indian Thali hasn't been on the menu for a while. I opted for the Royal Thali and the missus the vegan thali with popadoms to start. The poppadoms turned up with pickles and a ""with compliments "" . grand. Everything was great they even presented us with a new pickle we hadn't tried before, which was sag and chilli pickle. n nThe mains arrived promptly and what a feast to be presented with lots of curry options, great nan and amazing parkoras. We were too full for the deserts but tried a little of the vegan desert and the rice pud, which were very nice. The food was excellent and filling, just what we needed. One of the best Dal's I have tried. The missus loved her offerings too. The food was 5 stars for me. n nThe only downsides was when I paid up and left without checking the bill. It sounded roughly right but i was in a hurry. We were charged extra for the pickles that were presented ""with compliments "" that we didn't order, the service charge was on there and the beers were not terrible just not good. The taps really need run through a bit. n nAll in well worth a visit for the food. I will be back for the buffet one lunch time, but the extra costs lost a point for what would have been a 5 star review.",2
"I took my daughter here for some braids done by Mary and they didn't even last two weeks, never again!.",1
"Been back. They had some kind of lamb dish on the buffet. I love lamb so I fished the meat out and just ate that, the onion chutney it's a nice moderate spice level , naan, and rice. I think I put away about 2 lbs of lamb. So for 9 dollars that's not a bad deal. n nOnly problem you can't predict when they'll have the lamb and when they won't. n nbah",2
"I'm really surprised this is one of the top rated Arizona Thai places on Yelp. n nFirst, the prices are really expensive and the portions are small. This might be forgivable if the food was amazing, but it wasn't. We ordered Thai beef salad, pad thai, and panang curry. The salad was the most disappointing of the bunch. It was essentially 4 pieces of weird textured meat over iceberg lettuce with onions and some kind of oily dressing. The panang was ok, but nothing to write home about. I'd say the pad thai was the best of what we ordered, but still not the best I've ever had and really expensive for the amount you're given. We ate everything we ordered and still felt hungry afterward. Normally when we order Thai food we end up totally stuffed and leave with leftovers. And for less money and better food. n nIt was disappointing overall. Definitely not worth the price. We have no plans to return. The quest for great Thai food in Chandler continues!",1
"A great place to go with family and friends, have Italian food and drink lots of wine. An unassuming place from the outside on a quiet street in pittsburgh, Zarra's is warm and cozy inside. Do pay attention to the many random objects on the wall, but do not let it distract you from sitting down and enjoying the wine and the company of family and friends. I had the sample plate and it was perfect. A nice sampling of several southern Italian favorites. The wine kep coming, so we kept on eating and drinking. n nFor desert, try the cannolie and a nice espresso. n nNext time that I am on Pittsburg, I am going.",2
"I haven't been to a hookah bar in years and every time I walk by Harem's I think to myself, this looks like the coolest place ever! I took a chance, my girlfriend and I took a seat outside and after waiting a good 5 or 10 minutes someone comes to help us. I ask for a hookah and a couple drinks, apparently she isn't responsible for the drinks so an older guy comes to the table checking Id's, no big deal, but this is when the fun starts. I'm quizzed on everything from my address, hair color, weight and whatever else he felt like asking, I'm 29 and have NEVER had this happen but I go along with it. He then turns to my girlfriend 29 also and does the same thing and eventually denies us service! I have never had this happen to me! n nI suppose I should be thankful because I walked over to Ra after and had a fantastic night but I will never go back to Harem's.",1
"The wife and I dined here for dinner on 8 9 11. Ordered Fried Pickles 4 and Pork Buns 6 for appetizers, the Graze Burger 19! and the Burger of the week 15 , fries with both entrees. n nThis was our first visit to Graze. We had pretty high expectations, seeing as how it is the 'sister restaurant' of L'Etoile. It certainly was the hoity est place we've been to, and with their focus on gourmet, local ingredients, we were sure we were in for a great meal. n nFirst impressions No reservations needed cool! They were very busy, which for a Tuesday night was surprising, but it was election night, and there was a rally going on. The wait to get seated was about 30 minutes, not bad, but they told us 10. Noisy very noisy. near impossible to have a conversation without shouting. The decor seemed like they were trying for an artsy modern look, but all I could think about was how the metal chairs were the exact same kind of metal chairs you always see in interrogation rooms on cop tv shows. Next time you are watching Law and Order, or one of the others, check out the chairs. You'll see what I mean. n nService was slow, maybe we were just impatient because we were very hungry we were in a little bit of a hurry, we wanted to check out the rally. After what was probably 30 minutes, we were finally served our appetizers. The fried pickles were a huge disappointment. There was more breading than pickle. I honestly didn't realize you could slice a pickle that thin! Greasy, very greasy. They tasted like something you would get off a food truck at a carnival. I didn't use the sauce, the wife did and said it was good, so maybe that was the trick. In my opinion food is either good or it's not, and you shouldn't have to drench it in sauce for it to be good. The pork buns were nothing like I was expecting, which could just be my own ignorance. I was expecting pork buns like I remembered from China One Buffet on Broadway back in the day. What we got looked more like a pork taco, but whatever. They tasted ok I guess, not something I would normally order, and I probably wouldn't order again. The wife said they were 'different' which is usually code for 'not very good'. At this point, we were feeling a little leary about our entrees. n nAfter what felt like forever but was probably about 30 more minutes , our burgers fries came. Not sure why it took so long for two burgers and two orders of fries. My burger was the Graze burger fresh ground sirloin, ribeye short ribs, caramelized onions, cabernet jus, sesamse seed brioche The burger did not come with any toppings. Just burger, bun caramelized onions. It looked a little naked, I thought. Now I didn't expect the chef to want to bury his work of beef art under a blanket of cheese even though we are in the dairy state , but a little lettuce, tomato, pickle or even some raw onions really would have elevated this burger to something special. Without all of that it was just ok. The taste texture reminded me of a meatloaf sandwich. Which would have been fine if I'd ordered the meatloaf sandwich, but I didn't. I ordered the 19 hamburger. 19! I guess I figured that I since ordered one of the most expensive things on the menu, that it would blow my mind, but it just didn't. My mistake. In fact, I found it a little salty, and not in a good way. n nThe wife, being more adventurous than I am, ordered the burger of the week, which we didn't hear the name of and barely heard the description of. Something about a burger with bacon, limburger cheese, and hash browns, served on a play on french toast. She said it was 'weird, wet and kinda gross' It also was extremely messy, the 'french toast' or whatever it was pretty much disintigrated, leaving her hands a sloppy, greasy mess. n nI know right now you are probably thinking 'sheesh, don't you have anything nice to say?' Yes. I do the french fries were very good. So there you have it. 46.42 after tax for some darn good fries. n nNot what you'd call a good value. Although, after this experience, neither of us is in a hurry to try the 'sister restaurant' L'Etoile, which would have a significantly higher price tag, so in a way, dining at Graze actually saved us money in the long run. n nAn expensive lesson learned.",1
"This isn't going to be a positive post. Partying in Vegas makes me hungry, so one morning I decided I wanted to eat pancit palabok to settle this stomach. That day it wasn't so bad. I ate it and left. n nAfter telling my parents I ate at Goldilocks in Vegas, they push on eating there all the time. The service is horrible, and my chicken arroscaldo had bits and pieces of of bone in it, not cool. My siapo was 3.49, overpriced. n nNothing here is positive that is worth mentioning about. It's even hard to find.",1
"We received fantastic customer service at this location when purchasing furniture for our nursery. Love all the sales here, too!",2
"This is the first place in Vegas I would actually call a diamond in the rough. It's in an unassuming strip mall and tucked away in the corner with a small sign. Without yelp I never would have even known this place existed. Thank god for yelp. The menu is two pages of printer paper stapled together, but sketchy menus be damned. This review is about the food, and this food was GOOD. The specialty burger menu is where it's at. I had the jalape u00f1o popper burger. The burgers are big, 2 3s of a pound big. It's hard to open your mouth wide enough to eat them, but it's worth the effort. The meat was cooked perfectly, the veggies were fresh, and there was the perfect amount of cheese. It was excellent. This is easily one of the top three burger places in the city. The fries are also amazing. They're thin sliced whole potatoes and fried crispy. The fries may have been even better than the burger. Hooligans is where it's at for great burgers and fries.",2
