text,label
It appears the management has changed. They are cheating the customers by filling the bowl with rice and some salad and a thin layer of meat on top giving the impression there is a lot of food. n nI will never go there again. My next visit will be toTeriyaki madness.,1
"No stars for this place I had to select one. Make sure you bring your own sweetener and salt as they do not provide condiments of any kind. Tables are filthy, air conditioning set around 50 degrees and their bread is hard, intentionally.",1
"My dad and I went here thinking it would be a good place to try. The inside of the restaurant was unclean and tacky. Neither my dad nor I were impressed with the food. We both had ribs. There was very little BBQ sauce on the ribs, and while our food came out fast the quality was not great.",1
"This the second time we ate here, place is always dirty, seats and table's not wipe down or clean. This customers tray has been sitting near us, full of trash for about 30 mins while 1 employees are talking at another table for about 30 mins or more.",1
"If you've ever thought, ""it's impossible to mess up a quesadilla! "" Then come to del taco for the most bland cheese experience between a flour tortilla in all four corners of the world. No amount of hot sauce could make the quesadilla here appetizing.",1
"Coffee is ok staff is soooo rude. The pastries they sell taste like they are 2 weeks old.hard and stale. Also, for two pastries and two coffees it was over 13.00. Such a rip off! I'm never going to this place again.",1
"Rude waitress dry pizza, ""must order beer and wine to make pizza taste better "". Yea, she literally aid that after we were getting our check and she asked how it was. We said ""decent I suppose "" not wanting to be rude. n nOh well. This place is overpriced and not very good.",1
"Came in to get a new stereo for my car, only to be told I can't make an appointment because the ""audio guy "" left at 6 00. So your saying I can't set up an appointment to get the stereo installed because the guy has gone home? Nobody else can do it? No one?",1
I ordered for delivery eggplant parmesan tiramisu. It was awful! My entree was clearly a frozen meal they probably bought from Walmart and heated up. Then my tiramisu was still a little frozen in the middle. Over priced microwave food!,1
"DO NOT USE THIS COMPANY! They DOUBLE charged my card before we even got in the Limo and then expected us to pay again in CASH once we arrive. I called to ask about this and they forwarded me to the ""back office "" direct to a voicemail. Avoid these guys at all costs!",1
"Ehh. Nothing to write home about. Good service. Food just average. Unless you are a veggie loving hipster, this place is not worth the 2 hr wait. Save yourself the trouble and disappointment and cross Butler St to Franktuary.",1
I was completely miss led when i was brought here by my brother. IN N OUT is a million times better than this place. and frankly im not a huge fan of in n out i mean its good but nothing to get excited about. dont bother coming here go somewhere else. shoot go to the mcDs on 59th an bell,1
"My wife and I were quite hungry, and there was no wait time here, so we decided to try this place. She ordered the Quesadilla, which was quite ordinary, and I had the Enchilada, which was weird. The service was not the greatest either. I would look for a better restaurant in a place.",1
"They have no idea what pasta is. The girl that took my order made 5 mistakes in one simple order! After 10 minutes trying to correct the confusion, one order still came wrong. my prediction is that this place will end up closing the doors for business in the near future.",1
"The service was very good, but the food did not seem even close to some of the descriptions here on Yelp. We also found the wine selection lacking. n nThere are many superior restaurants in the same price range or less close by.",1
"This is the worst meal quality I have had in a long, long time. Undercooked green beans, scalloped potatoes, and beef enchiladas. The single high point was the free draft wine coupon per paid customer.",1
I love baseball. And I love visiting baseball stadiums. This is the worst baseball stadium I've ever visited. It was a beautiful 85 degree day today and they had the roof closed. Is feels like a giant airplane hanger. So. Boring.,1
"I use to really enjoy this restaurant but lately not so much. The food comes out cold and when you send it back they reheat it instead of making you something fresh. This use to be one of my favorite places to eat, too bad!",1
Worst rental car business ever. Waited 10 minutes while one guy helped a customer there was several people waiting ahead of me did not end up getting a rental from here. I will be calling the insurance company to see of different location to get a vehicle,1
"I didn't think it was very good. We got the chicken fried rice, paper wrapped chicken, shrimp pad thai sesame chicken none of which was really good. The fried rice was horrible. I don't know why this place is so busy.",1
"Bring headphones. This was by far the loudest library I have ever been to and the only thing said was. ""oh yeah it is usually louder the last hour we are open. "" The employees didn't seem to care and at some points were just as loud as the kids running around screaming and their parents.",1
"bad service period. unfriendly,no greeting, does not want to sell a car, employee just walking around do nothing. i will tell everybody i know not to go there even there are no mini dealer in that state.",1
"Alright to hang out once in a while, music is alright only because they actually play a variety of different bands, staff is friendly, drinks are good, haven't tried the food yet, but who needs food when there's beer",1
These people here are retards. Caught them overcharging my friend for his senior coffee. Then they got my order of two coffees wrong three times in a row. Dude was a punk too shaking his head and acting like a jerk. I think life's gonna be a long road for him.,1
"Something has caused this place to go downhill. Used to be a favorite lunch buffet place, now it's just blah. Even librettos seems to offer more authentic italian cuisine. Sorry guys, you have lost a fan.",1
I do not know how this place has such a great review. I had the crab cakes and it was over priced and was so oily I could barely eat it. My husband said the same about his food. Our server was really nice but that was the only good thing I would say about this place.,1
"Very disorganized. It took 25, minutes before we were helped. Once the order was in it took over 40 minutes to get our sushi order. We never received our short ribs or edamane. Sushi was fair. Salad was very good. But will never go back because of the wait and the confusion of the service staff.",1
"It's sad when you can say that Denny's has a better chicken fried steak, but it is the truth! The gravy was bland and the steak was like cardboard. Maybe if they had Tabasco to add some flavor it wouldn't have been so bad, but they don't have Tabasco!? I did enjoy the Mimosa.",1
"This place was very average. I've had much better Mexican food and this reminded me a lot of a Chipotle, but maybe a step below. I'm not a fan and wont be back, there is much better Mexican food in Arizona.",1
"Nice place and tasty sushi, but not the best I've tried. Sashimi dinner is 60! And it is so not worth it! The only two I liked in it were the yellowtail and salmon! If you have the money, just try the single sashimi you like don't order the combo! Sushi was pretty yummy though.",1
"Its not quite mexican and not quite Tex Mex. What it is, is cheap quality and ground beef in everything. Terrible lack of flavor, and deep frying galore. Rice and beans are bland, salads are just iceberg chopped lettuce. Vegas airport is yet to add descent food.",1
2 hotdogs and 2 beefs. 45 minutes and still waiting. Excuse is that they had 3 other to go orders at the same time I ordered. So plan a head. Unreal. Cant grade the food because I haven't received it yet.,1
"You get what you pay for. n nThe buffet was like 6 bucks. The lady was nice enough to hook me up with a coupon to make it like 4 bucks. n nSmall buffet. Not very good. n nI was fed, and full. Mission accomplished!",1
"Menu is ok, service is subpar. Waitress Amanda was not pleasant and seemed annoyed to serve my party of four. I have gone to this place a few times before but after tonight's experience I will now take my business elsewhere.",1
hatten hier ein nicht so nettes erlebnis. waren wegen einer anfrage f u00fcr eine reparatur dort und wurden sehr unfreundlich behandelt. f u00fchlten und nicht ernst genommen und haben letztendlich woanders reparieren lassen.,1
