text,label
"It is subway, yes. But this particular subway deserves a review. Our office is within walking distance so I make it here once or twice a week. 5 dollar sandwiches, holler at your acquaintance. The staff here is very friendly and they don't forget what kind of cheese you want 5 seconds after you tell them. Greetings goodbyes and smiles every time. Best subway if not fast food restaurant in Scottsdale.",2
"After purchasing a daily deal here I did a month of yoga going about 4 or 5 times a week. The instructors are great and I felt amazing after every class. The downside is that the studio seems a little dirty and always had a stinky foot odor in the studio due to the carpet and sweat combo that goes on. Yikes. Also, I am not sure Bikram is for me because of the strictness of the practice. I desperately missed my down dogs. So as this studio is not for me it is worth a try if you are interested in hot yoga.",1
"First, my family arrived at 2 45 to check in checking time is listed as 3pm . We were told that there were no rooms available. We did not get a room until almost 5pm. This was after a long day of travel, so we did not start off our stay happy with the service. But it only got worse from there. n nThe pool, where we spent out 2 hours waiting, was nice enough, if it weren't for the fact that there were 20 30 drunk 20 something singles hitting on each other in it. Apparently the pool at this hotel is a popular local weekend hangout. Locals buy day passes and then spend the day drinking in the pool. Fun, if your part of the crowd. Not so fun if your a paying hotel guest with kids who keep getting pushed around and bumped by drunk sexed up hipsters. n nWe are a family with 2 children under 7, and the room we were assigned after a 2 hour delay, was on the second floor overlooking the pool. As I said, the pool is mostly filled with non hotel guests single hipsters who come for the day to hang out, hit on other hipsters, and to order drinks in the pool so it's not an ideal child environment. Also, it's loud, and it's open late, so we asked to have our room moved so that our kids could get to bed early that night for our 6am flight the next morning. n nThere was no offer by the front desk to help move our luggage into the new ""quieter "" room. we had to come downstairs to fetch the new room keys and turn in the old keys. The new room seemed fine nothing special small and uninviting, but there were the basics 2 beds, a tv. . We could hear some noise, but it wasn't too loud, and we assumed that the noise was from the room below us, and that it would die down by evening. So, we went to dinner. When we got back to the room we watched a movie together. After the movie, the kids went to bed. As soon as the movie stopped playing, we could still hear noise from downstairs, but it still wasn't too bad and the kids were quickly asleep after a long day of travel. n nThe problem arose when, after many hours, the noise not only did not go away, but got much, much louder. It turned out that the front desk person, who was so kind as to move us out of the loud poolside room, so that our family could get to bed early for our flight the next am, had moved us into a room directly above the very popular bar restaurant. The kids were asleep, so it was too late to call down for another room by the time we realized how the front desk person has screwed us. So, my wife and I were kept awake until well after 1am by the increasingly loud noise from the bar restaurant directly below our room. We fell asleep sometime between 1 and 2 am, and then had to wake up just after 4am to catch out flight the next morning. n nThis was the worst night either my wife or I have ever had in a hotel. We felt trapped, cheated, abused and completely disregarded as guests of this hotel. In fact, this really isn't a hotel. It's really a restaurant poolside pickup bar, which also happens to have rooms with people trying to sleep upstairs. n nI think that anyone looking for a hip, singles, pool bar would probably enjoy this place. If you're an actual traveler, or a family passing through, then by ALL means, look elsewhere. This place does not care about you or your family, and they are not catering to your needs. n nPS When I called down to ask if the hotel had rollaway beds or cots, the front desk person literally told me that she had no idea what I was talking about. Rollaway beds are an amenity found in a majority of hotels, but for this hotel to not even know what a rollaway bed or cot even is says a lot about the fact that they have no interest in catering to families. n nUPDATE To their credit, the owner of the hotel called me after I emailed my review to the hotel. He was very gracious and offered a full refund due to our poor experience. So, for the follow up of the owner, and his apology, I'm giving the hotel 2 stars instead of the original one star review I left. However, I still don't recommend this hotel to families.",1
"Amazing! Went for dinner last night for a birthday celebration and it was wonderful. It has a great mix and variety of food from France, Spain and Italy YUM! as well as a great selection of wines YUM! YUM! . Our server was fantastic! He and the entire staff were extremely attentive, friendly and personable. He brought us an amazing vanilla panna cotta with caramel that was absolutely delicious for our celebration. n nThey have a great happy hour that I have been to before and plan on going back to. This one is a MUST try if you are in the area and worth the drive if you're not. Buon Appetito!",2
"I have stayed in many Fairmonts over the years. This rates as a nice one. Top staff and nice building. It's newer as opposed to the old grande dame canadian resort legacy hotels. good restaurants, staff, gym, spa and views! Highly recommend if you end up in Pittsburgh!",2
"My brother took me here when I was out visiting. He really liked this place so we went here. I ordered the green chili and corn tamales and loved them! They had a kind of sweet and spicy taste to them. They were soft and delicious! This place is a little pricey, but very tasty and awesome service! We sat outside and there is a really nice waiter out there but I cannot remember her name. I would love to go here again the next time I visit AZ. nP.S. my brother is a crazy white boy.",2
"Love me some Arai Bakery. n nMy wife is from Japan, so we pretty much come here weekly. It has become the only place were we buy birthday cakes since my wife moved to the Phoenix area 13 years ago. Kind of pricey but ohh so good. n nThe bread they make there also can't be beat. The word on the street is that since Ichiro Suzuki started spring training in AZ that he has the bread express delivered too him weekly. As a side note you can make the absolute best grill cheese sandwich with Arai white bread. Mmmmh bread! n nCream Pan, Curry Pan, An Pan filled with anko bean paste which is an acquired taste are all really good. Arai san is truly an artisan who takes great pride in his work. Consistently delicious baked goods",2
"Late lunch 1 26 10 nTheir clam chowder is out of this world! I kid you not the best clam chowder I've ever eaten. Hubby says it's only second best 1st was his dad's homemade. Quite a compliment! However, the service was HORRIBLE. Two servers with 3 tables of customers. All the servers did was chat with each other. Never once checked on us or any other table. Two bowls of clam chower, 1 beer 17.55 no tip. nFood 5 stars nService 0 stars",2
"This place is hit and miss, but when its good its REALLY good.",2
"I must say, we are pleasantly surprised at the quality of the food. We've only been twice but both times our party has been really happy with the food. We've tried broiled fish, scallops, shrimp, steak and fried fish. Everything is cooked and seasoned perfectly. We think they skimp in some areas salad bar, decor to compensate for the quality entrees, work for us! Oh and the service has always been efficient and friendly.",2
"We arrived in Henderson after a day at Bryce Canyon. We stayed at the Hilton Garden Inn and we quite hungry. Thanks to Yelp I spotted great reviews for this Greek Restaurant which turned out to be across the street. We came to the little restaurant that had some tables inside but chose to sit outside as it was on the cooler side inside. My 2 children ordered the large Greek salads that came with hot, toasted pita wedges. My husband and I each ordered the chicken souvlaki platter that came with small Greek salads, rice pilaf and the pita wedges. The chicken was really flavorful and my picky 17 year old proclaimed, ""that's the best chicken I've ever tasted! "" The salads were delicious and very crisp and fresh! My daughter also ordered a baklava for dessert to eat back at the hotel and it was gobbled up. she loved it and normally doesn't like nuts . We loved our meal and wish they were by our home in Phoenix. I also have to add that the woman who took our order was super friendly and cheerful. The food was quickly served nice and hot!",2
"Shockingly bad. It only cost 75 for two nights so that is the ONLY redeeming aspect of the experience. Normally in Vegas the hotel is part of the fun. This place was dirty, I mean DIRTy, run down, smelled bad, lots of different bad smells depending on the location in the hotel. The tub water backed up and didn't drain properly. If you're getting it for next to nothing and you for care at all about the quality of the hotel, then go for it. Otherwise, BEWARE",1
