text,label
"Well the new post office in Queen Creek open last week and I have to say the office and ground are nice. But there is still this very big problem. n nTHE SERVICE PEOPLE who work there must be the slowest people in AZ. n nI gave them the benefit in old post office due to the size that must be some of problem, but no it is not. n n nSo Mr Postmaster what do you have say to service to service you offer in QC. n nWhere are Kiosk's nWhere is the self service machine nWhere are you friendly workers n nWhere or Where is the service? n nMy business will always go to the UPS store in QC , where the service and people are very customer service friendly and speedy. n nAnd yes they will process all US Mail. n nNo wonder the USPS can't make any money it run by Moron's",1
"I used to be a loyal men's warehouse shopper. I had a casual job and only needed to wear suits sporadically. I have recently taken a job where I have to dress formally everyday. I was in the store to buy a few new suits and am very unhappy with how one of them fits. I feel like a 10 year old wearing my dads suit. It is gigantic. After a few alterations the suit still felt big. When I had it altered initially I mentioned that the suit was huge and the store associate darla said it looked good and they couldn't take it in anymore. A few weeks later I wore the suit once and it was horrible. Jacket was too long and the pants made me feel like I was wearing a tent. I took it back. They said they could alter it. The staff was not apologetic for not doing it right the first time and overall the team was very unfriendly. Like I was an inconvenience in their day. They said they could alter it would cost me another 15 and would take almost 10 days. I will get this suit, but will not be buying anything here again. The sales lady was constantly blaming the other tailors for doing a poor job and said the best tailor was back and that the other tailors were not very good. I will not be back. If this is how your staff treat each other. No wonder the client experience was so poor. Epic fail.",1
Yelp is showing this place as being in the North Hills but it's actually located in Homestead 135 E 8th Ave!,2
"Only going 4 stars 'cuz no self respecting BBQ joint would want a 5 star rating. n nStopped in here today based on previous Yelp reviews and let's face it. it's just too hot to do a proper BBQ brisket and not get paid for it I called my buddy up and we agreed to meet here for lunch. n nIt was a good call n nTHE PARKING LOT SMELLED AWESOME. smokers ablaze and hints of what was to come. my English teacher would have called it foreshadowing. n nI arrived first and was happy to see there were some customers already at the bar and in a few of the tables around 1PM on a Saturday afternoon. It's always a little daunting when I walk in and am the only guy in the place. As soon as I walked in, I saw a guy sitting at one of the tables jump up as if to greet me but I gave the ""I'm going to the bar "" signal and he was all ""cool "". A plus in my book today as it told me right away that they are a little less formal than your regular restaurant, but still want you to feel immediately welcome. like showing up at a BBQ should be. n nI walked down the length of the bar, past a few regulars and overheard conversations of vacations in the islands and a few comments that sounded like ""MMMM. you gotta try this. wait, never mind, get yer own. "" etc. until I found a couple of open stools. I snatched 'em up and was instantly greeted by a bartender singing lines of county songs and twinkling her eyes as if to say ""Heya "". She got me a beer and I looked over the menu while I waited for my buddy. In the time I waited, she didn't pressure me with the ""specials "" or even really offer much about the place, and normally I would kind of like a little guidance in a new place, but this is BBQ. if you don't know BBQ, what the hell are you doing in a BBQ joint?! I was cool with it What I really liked was that while there were some TV's and such to occupy my wandering eye, the place was also EXCELLENTLY decorated with light fixtures with actual fillaments. some in mason jars, some in old fan housings. There were overhead beams of solid wood and metal that gave a standard strip mall space some REAL character. I gotta say they put some good thought into the design. And while there are TV's, they were not in the way to distract you from the people you came to enjoy a meal with. That said, this is not the place to come watch TV. n nBuddy arrived and we were both happy with the choices on the menu. PLENTY to choose from. All the standards and a few unique items to choose from. I got the pulled pork sandwich with coleslaw and chips. The coleslaw was NOT on the side. it was on the SANDWICH as it should be for a proper pulled pork sandwich. And I gotta say the bun was perfect. It was bakery fresh and toasted and held up until the very last bite. never got soggy and never fell apart. even though my face and hands were almost always in need of a napkin. The pork was tender, JUICY, and the sauce was the right mix of sweet, savory, and smoke. though I would usually add some spice living in the southwest. but it was a nice change of pace and reminded me of what BBQ is like in the rest of the country. Didn't realize I missed it 'till I had it again. n nMy buddy had some really tasy Beef Brisket. Now he and I are known in our circle of friends as being able to produce some excellent smoked brisket, so I am always wary of ordering this from a restaurant as its just a difficult thing to keep moist, smokey, and tender if you don't pay attention to the details. A couple bites and I think we agreed these folks are doing it well. Better than most really, in my humble opinion. Certainly better than I've had outside of my or my buddy's backyard. n nI also ordered a shot of the house homemade apple pie moonshine. Lemme tell ya fellas, get one. Just shut up and get one. Good stuff. You'll think it has no alcohol at all but me and the buddy just spilt it to see what it tasted like and we could both feel its affects in a minute or two. SMOOTH is not the word for it. more like sneaky! n nWe also tried the Mac n' Cheese. which was almost overkill at this point but still. a must try. served in a cast iron skillet, with fusilli pasta instead of the usual elbow macaroni, it was a great side to put things just over the top. Creamy, no usual breadding to get in the way, but a nicely browned cheese topping to again bring a little of the BBQ to the dish. n nWe maxed out and leaned back in our barstools. and had a couple more beers. n nThanks for lunch, Bootleggers. Bettin' we'll be back again soon.",2
I understand that they have a new manager. Seems like an energetic individual. The food was very good and was served quickly. I would give it a try.,2
"Back when I discovered Teharu in 2008 didn't discover Yelp until 2009 , it was still this secret little gem that I slowly introduced to all my friends and family wait, could this all be my fault?! But now, it seems during any meal time, there's quite a long wait, and not enough staff. And when you do finally get a seat, the selection on the belt is pretty limited since most of the popular stuff goes fast. n nI was just recently here with some friends and we waited about 15 mins to seat us 3 people . I've been coming here intermittently I no longer live in the US but the last few times I've gone, it's just been disappointing. Normally, the staff is forgetful, slow and useless, but at least the last time I went the staff was fairly competent. But we ended up having to order some rolls and the most basic of our order a crunch roll. c'mon, a california roll with tempura flakes took the longest. So long that we asked 3 different servers, and it actually took about 30 minutes to come when the chefs finally made a batch to put on the belts . But any time you order something expect it to take a while. n nI hope that they improve the service here I always loved Teharu, fairly decent sushi at really cheap prices. Not the best, but definitely the most fun. I want to keep loving Teharu. please improve!",1
I agree with what others have to say here. The shop is very nice but the owner will try everything to extract money from you. I went there about 4 years ago to become a certified scuba diver. After initially signing in the owner convinced me to buy some gear which till now I haven't used. After the initial few classes he started telling me I should buy my own tank and BCD because my life depends on it. The trick he employs is that he keeps some really very old almost broken down equipment for training and says that unless you buy his shiny new equipment you will have to get certified in the old equipment. The reason he gives is that if you go to any of the other scuba sites they have this very old equipment and it is better to train in that unless I buy equipment from him. Once a person dropped in to class to return a leaking cylinder which that person rented from him. He then started telling me this is why I should buy my own cylinder since the person had to come back from his vacation because of his leaking cylinder and this wouldn't have happened if he had bought and maintained his own tank. To make things worse there was very little training since most of the time he was trying to sell his overpriced equipment. He also tried to sell me a vacation package which he and his girlfriend was going to and told me that other people in the class were also going to there were really no other people in the class . The vacation was of course overpriced and I felt he was trying to get me to pay for all 3 of us. I very soon cut my losses and left the classes and got certified at another place where the divers told me that this guy had spent time in prison. Never go here.,1
"I went here on a Friday night with a group of people. We were mostly just drinking beer, but then we decided to have a round of shots. Originally we were going to do shots of tequila, but they were out of silver tequila. We then decided on having lemon drops. The bartender then complained that he hated making these shots, so he was going to have one if he had to make them. Too bad he couldn't correctly make a lemon drop. Myself and one other person then asked if we could do the shake of the day. He said we could and then walked away. He didn't really appear to be doing anything at that point. When he finally came back by us it was to get a drink for the guy next to us. We asked again about the shake of the day. He then said, ""I'm too busy for that. You'll have to do that some other day. "" The funny thing is that they weren't that busy. There was really no justification for him snapping at us or not having the time to do anything. n nThis bar manages to get worse though. The women's bathroom doesn't have a lock on the door. There were two times during the hour and a half when I was there were women had the door opened on them. I would suggest doing what we did and having someone stay outside the door for you.",1
You know the club is suffering if they are handing out wristbands right outside Paris. Girls get in for free with wristbands and guys do too. just as long as the guys get in before midnight. After midnight? Tough luck. Be ready to cough up 30. I would save my money and try my luck at a different club. Plenty of other better clubs in Vegas. Save your time money.,1
Excellent Soutwest breakfast bowl. Great service. Very convenient to downtown hotels.,2
