text,label
"If you are looking for a church that teaches from and is centered around the Bible . This is the place! Everything from the church's mission of ""Doing Justice, Loving Mercy and Walking Humbly With Our God "" to the teaching and the music speaks of the dedication to help people develop a relationship with Jesus. There are many ways to connect and my family felt welcome immediately and we found it very easy to get connected.",2
"NO STARS ACTUALLY! nDO NOT COME HERE FOR DIM SUM! I REPEAT.DO NOT! n nMy family and I frequent this place regularly for dim sum. But yesterday was the last and dual final time I will be coming here. n n1st they now charge 1 per person for tea, which normally I wouldn't mind, I understand tea gets expensive and can add up. But the jasmine tea tasted like hot water with a hint of color to it, no Jasmine taste what so ever. n nService is slow and servers all looked unhappy. I'm Chinese, and trust me I'm used to Asian restaurants with bad or no service, it just comes with dining at an Asian restaurant. Especially Chinese. But this has got to be the worst I've had in a long time. n nSat down, was asked what kind of tea would you like. Not aware 1 per person. I ordered the stream rice rolls with cilantro n green onion with the server. 15 minutes went by, not a single food cart. Entire restaurant 4 carts, steam cart, congee cart, miscellaneous food, and Chinese broccoli cart. The ladies were pushing them like the wheels were broken or something! Finally the stream cart came by. We ordered 8 dishes my Mom, boyfriend, n myself figured we load up since it took so long. The same cart with the same food came by 3 times after that, no new items. I asked for steamed tripe, and shrimp rice rolls and she looked around at the other carts and said ""I don't have it. "" n nI finally get my order of cilantro and green onion rice roll, only to see a plan ol' plate of steam rolls, no herb. I told the lady I wanted cilantro n green onion. She walked up to the waitress that I placed my order with and told her next time not to write the word white in the order, white means plan. The waitress then comes over to the table and says, ""the lady just started working a few days ago so she made the mistake. We have to make your another one. "" In the meantime, no other carts came by but the 4 carts that had nothing that sparked my interest. Asked for egg custard tarts, nothing. Not a single one to be found. As time pasted, I got more and more frustrated as I watched the lady bring out cilantro green onion rice rolls to all the other tables that were seated AFTER us! The table next to us had 5 orders of egg tarts delivered to their table. So I decided to place one order and ask for the check.we were fed up at this point. n nThe waitress took the check to tally up and added the order of egg custard to the bill. She came back and said 15 minutes wait for the egg tarts. So damn frustrated I said NO! I can't wait anymore, I have to leave now by now it's 90 minutes . She walked away, went up to the cashier, came back n said ok 6 minutes ok because she already added the tarts on your bill. I finally said fine and agreed. 15 minutes later.no tart in sight and the waitress kept dodging our table because she knew I was trying to get her attention. Finally got her attention and she went to get them. I felt played for a fool. n n 50 later and we were all still some what hungry. Because of this almost 2 hour lunch, I was almost late to work. n nNEVER EVER EVER AGAIN!",1
"A beautiful display of home decor items, many items of which replicate one of the suites at the Encore.all for purchase for those who have the funds! . Some of the decor is glitzy and glam, while other items are more serene and calming. I love browsing these kinds of stores. I'm always appreciative when they let me take pictures, although one of the store clerks gave me an evil eye.but didn't say anything about it.",2
"This is a locals heaven. The casino is easy to get in and out of, new, and the aquarium is great. the mermaid bar is awesome with great drink specials bucket of 5 Heineken for 10 bucks the air stream bowling is AWESOME! they have a great selection of restaurants although I've only eaten at Johnny Rockets. The only draw back is that the restaurants close super early, 10 30 on weekends which only leaves the cafe and we ate there yesterday and it was great food at a great price. had the fried chicken and potatoes and turkey w crann sandwich. if your an outdoors freak there's a HUGE Bass Pro shops attached to the casino.",2
"These guys basically don't want business from locals and their prices gouge tourists. They DO NOT allow any outside ammo forcing you to pay their prices, which are 25 for 50 rounds of 9mm! n nThe service is hit or miss. One person I spoke with was nice and helpful. Another salesperson was flat out rude. Even if the staff was great I wouldn't go there because of the extremely high prices and ridiculous policies. n nI would discourage anyone thinking about going here, especially local shooters. There are much better shooting ranges nearby, including The Range 702.",1
I could not be more disappointed by this place! I purchased a shampoo for the interior of my car because the sales guy said it would only take 20 minutes what a complete joke when it took over an hour. This would have been fine if the car was actually clean! When all was said and done my car still has dog hair on the backseat that I was able to get off with just a lint roller. I will not be going back.,1
"Based on Customer Service n nValet Attendant 5 5 n nBell Person 0 5 ""Sarcastic Prick "" If I'm unloading the luggage myself, Do you deserve a tip? n nFront Desk 4 5 n nIn Room Quality 1 5 nOne of the Four Pillow was filthy yellow. No Bath Towels. n nSeems as though this hotel is just for looks. Lack of Customer Service.",1
"Well, I finnaly got the chance to ceck this place out. What a letdown. Figured I would go basic and order a Chicao Dog and Fries. Probably one of the worst chicao Dogs I have ever had and I did not like the oven baked fries at all. nNo poppy bun as I was told they either did not get delivered or they were stolen. That aside the brown crust was flaking off of the plain roll, like old bread does. The roll had already started coming apart before I could pick it up. Need less to say it quickly didintegrated as soon as I bit in. The pickle was limp and broken. This a small place that could do a good lunch business I suspect if quality was better. Oneother note, mop the floor every night and when no one is at the register send the cashier out to wipe off tables.I mean really! nI guess I will keep looking.",1
"Le meilleur caf u00e9 u00e0 Montr u00e9al! De plus, ils ont du lait sans lactose pour ceux avec des intol u00e9rances Tous ce que nous avons command u00e9 u00e9tait fantastique! Je recommande le pain dor u00e9. Bel emplacement excellent service vraiment du A ! u00c0 ne pas manquer!",2
"Hmm. Ive actually stayed in this hotel many times during my stays in vegas but more so recently since the reno in 2008. The rooms are modern and fresh, the beds are comfortable, and the housekeeping don't seem to knock on the door at 9am on a sat morning! I hate when that happens. n nI mean I know its vegas and we hardly sleep but I need to catch at least 3 hours before I go again! n nThe bathrooms are clean, the hotel staff are nice, the hotel is pretty much in the middle of the strip with access to everything. n nI will def stay here again ",2
