text,label
friendly people. Great place to grocery shop!,2
This place is in A class by itself. Can't compare with anything else in the valley. It's Awsome. Great food. Clean restrooms. Not to crowded.,2
"Nam Khao Thod and the Tom Kha is definitely a must try in here. Coming from Asia myself, I must say this is definitely one if the best and authentic Thai food I have ever had. I am so thankful to the friends who introduced us to this place. It has become our go to everytime we are down in Vegas.",2
Rude and unwilling to correct mistakes. The delivery guy was nice but dont bother asking for your sauces for the dishes you ordered. It's one thing to make a mistake that happens. It's another thing to deny it and then fail to correct. I'll never have to argue with the woman in the phone that is in charge again.,1
"The fondue style is kind of fun and the service is outstanding. The food it's self was not real exciting. The ""Cheddar Cheese "" fondue was no where near cheese I'm not sure what it was. My husband and his buddy had one drink and then were cut off. Our friend is a little loud and flamboyant so maybe they thought he was drunk. Anyway, it was kind of a bummer for my birthday. The place is ultra quiet. Maybe it's supposed to be romantic, but I think it would great for families and kids.",1
"I usually loveeee Chipotle's and I order the bowl but this time I decided to order 3 tacos w flour shell, this was awful, they didnt wrap it individually it was all in one big foil, by the time it was time to eat them it looked like one big nasty mess, and wet from the steak meat, I had to throw it away after a couple bites, maybe the young teenage workers do not put much thought on the product since they are only there for gas and movies money right? oh well.",1
"So, we went to ride up to a near by resto to pick up a friend after work, 3 doors down , and decided to stay in the area for some food and a few drinks for it was a beautiful Sunday in the summer of montreal. And that does not last long so one has to take advantage of such situations. Just one humble man's opinion, and for the record, i randomly met this man, and found out that he was not that humble. Anyways, it has a proper setup, and an aesthetically pleasing feel. And having been involved in rest's that is such an important tool for your business. Inside was on point along with the the terraces, and yes, they have two, one smoking, well, i should not have to name the other. Best dish that was brought to the table was a lamb burger with goat cheese and of course normal burger garnishing and was ""fantastic "", NOT SURE IT WAS WORTH 18, but was very good. The server was really nice and accommodating, for example, upon the delivery of the desert, some ice cream, the runner presented a bowl with one tiny scoop in it which was 3. When she quickly appeared to check on satisfaction 'i guess', more likely what is about to happen happens every time this is ordered from the menu, i said, ""well, i ordered a 3 bowl of ice cream and they brought me a bowl with a small scoop of butter in it "", BUT WITH A SMILE, i do recognize she is not in charge of portions and serving sizes. But she got a huge laugh, and took it and brought it back with a two more scoops. So a 1 a scoop, A WIN WIN, for all parties involved. Two more scoops for a good laugh. All in all, had a great time, and will definitely go back. The only drawback was they kept bringing us menu's literally one after another, with no acceptable cadence to menu delivery. With all the menus in front of me i thought i was a student at the library writing a research paper when most of them did not apply for the time of the visit. BUT, i must say, if you are in the area on a wonderful day, definitely, ""make it happen ""!.side note, they have the best looking iced coffee i have ever seen, and i don't even drink coffee!",2
"As far as revitalizations go, it is nice, but I wish that they had done more than make it a suburban strip center paired with an exurban cluster of parking lots. Isn't the entire point of Urban Revitalization to bring in a more pedestrian friendly atmosphere? I always thought it was. It is not about creating more sprawl. n nYes, the new Boxes that have been plopped down are nice due to the context within but this is far from something to sings odes of joy about. We don't need any more glorified, ""luxury "" strip centers. I agree with Jean K's assessment of the situation entirely. This design was just plopped in place and the only local flavor is the bridge that was present. Where is the thought? Where is the design? We can see this Anywhere, USA. n nHaving said that, though, I will return because the Waterfront does house certain big box retailers that you can't find in Pittsburgh Proper. I really wish they had created a less suburban scheme and more contextual and conceptual design.",1
Had a 6 00 pm reservation and let them know that I was attending an 8 00 pm concert in the hotel. Service was terrible. We didn't receive our salads and soups until 6 55 and our entrees didn't come until 7 35. The steaks came rare which is not what was ordered and the shrimp was way overcooked. This place is way too expensive for such crappy service and food.,1
HORRIBLE HOSPITAL! nChecked my mother in for a cough via Emergency room. DR wanted to keep her overnight and staff told us a room was available. SEVEN HOURS LATER they took her up to a room.finally ER stopped waiting on someone to transport her and took her up to the room on her own.THE WORST SERVICE IMAGINABLE FOR A A HEALTH CARE PROVIDER!,1
I wish I could give zero stars for the poor service. They made us wait an hour for a table and said the table will be ready in 10 minutes at least 2 times. When talking to manager they said if you can't wait you shouldn't be here. Not a good practice for business and I will make sure not to let anyone ever eat at this establishment.,1
"I gave them a 5 star last time but now I'm taking it back. nTheir moral ethic is the worst of all. They were never clear about the scope of work and just trying to back burn you by leaving a spot here and there to keep you coming back so that they can keep earning your money. I fell for that last time, and I brought my car in again with some new damages, hoping that they can have them ALL fixed. They just played me cuz I'm a returned customer and the fact that I don't know much about cars. We had a deal for 250, I brought it down to 200, paid half and left. Saw them circling my car for a while before that, no one came and tell me anything. 30 mins after I took off they called me, asking for more money and more time saying they misquoted me. That's the way they do business. I was told two times and confirmed that I could have it done by Monday morning, nope, they told me ""you have to bend a little for the work we do "". Almost got fired cuz of the extra time they need without prepping me! Worst of all, they denied they actually said it and said its all on me. And of course, my work isn't completely done cuz ""for that little money you expect all of them done?! "" Lol. RIDICULOUS. I'd rather go to a legit place next time and pay more to have a customer service I deserve instead of having cheap labor and lousy management scammed and fooled me. Don't come to this place, no one deserve to be treated with no respect like this. They still tried to have me go back for extra money to do the details. How hilarious. After we got into a big argument they told me they don't need my business and they were wrong to make me a deal. So it's reasonable to assume that all non major repair work means nothing to them. n nJust don't go to Gio's. Worst experience ever. Good body shops are everywhere and you can find one that provides you with good price and customer service. n nI wish you a close of business soon.",1
"I received WORST service in this place. The manager is very rude. The employee tried to honor a promotion to us without coupon, the manager, Rob called the poor kid to the back and the employee who tried to help us, was back with tears in his eyes. I couldn't see this scenario and told him that he can't be rude, he said the employee did something wrong and he had to be dealt with. Then I said you should be nice to customers just like the employee. He said sir you are pushing it. I called their corporate, and the manager, Rob said you can't be in this building if you are filing complaint about me. I want you out or will call the cops. My children and I were very disappointed. I will never take my children to this particular chuck e cheeses.",1
Living Spaces i thought was going to be an outstanding place to purchase all brand new furniture from sadly i thought about that to soon. n nWe purchased our dining room table from Living Spaces after searching and fell in love with the table and the outstanding service that we received. Well it was time to redo the living room and countless trips to the Scottsdale location to shop around till we found something that we liked. We find the perfect coffee table for us and we purchased it online and had to wait for it to be shipped to Arizona. We picked up our table and arrived home excited to put the table together and get the living room decorated. To our shocked when he box was opened it was a returned and used table. n nThere is nothing wrong with purchasing something used and returned if i am going to be getting a discount for the product. I dont expect to pay 275 for a coffee table to get it home and see that it has been repacked and trying to be sold. We inspected the table to later to find that it was damaged and the pieces were thrown into a ziplock bag. In the box was an envelope from the manufacture that stated no resellable. n nI immediately contact the customer service number since you can not call the store directly. I explained the situation to him and wanted a new table to be delivered to my my home and for them to take this old one away they stated that they needed to open a claim and i would need to send pictures of the damage on the table. The gentleman on the phone would not even tell me that they had more in stock until the claim was completed. n nI sent pictures and received a phone call late the following afternoon stating they they will be getting me a new table but i would have to pay for delivery. After some speaking with the customer service people i finally got them to agree to deliver for free since i was having to wait 1 to 2 weeks for a new table to arrive. n nOne week went by and i had not received a call that a new table was in stock so i reached out to customer service again and got another rude lady on the phone. She said that they are not expecting a ship for another week. I explained that i was rather upset that this company is not trying to do something to ensure that i continue to shop there. I asked to speak to a supervisor in which she immediately stated i dont have one here and then hung up the phone. I went to the store and spoke with the General Manger and him and another team lead worked with me to try and figure everything out. That is the kind of service that you expect when you spending hundred of dollars on stuff for your home. They found out that they were getting a large ship in a week and i stated that i would wait for them to come in. 8 days later i still hadnt received a phone call stating my new table was in stock so i once again reached out to the customer service department and they stated that they were not expecting a ship in for another week. n nAt this point i very upset that i know how to wait until week and on top of it those dates are not even guaranteed so it could be even later for me to receive the table. Once again i asked to speak to a manager and to my shock there wasnt one there. I find it hard to believe that there are new any managers are this call center. n nI then asked if i return the table i have would i received a full refund and her response shocked me to no surprise. You would have to to pay the restocking fee. You have got to be kidding me you expect me to pay a restocking fee for your poor service. I am now having to wait for a manger to call me back so i can figure out what this company is going to do for the struggles that this now causing me. n nNeedless to say if they have the table in stock at the Arizona location make sure that you inspect that product before you leave the store. Do not have them ship the product to you. Also for a company that prides them selves on customer service you have a long way to go before you can do that.,1
"Went here for breakfast brunch with a friend who is vegan. I had the early birdito and she had the classic both made with tofu and a side of eggplant ""bacon "" . Both of us enjoyed our meal and the cute atmosphere of the place. The birdito is a hearty hemp seed chorizo, bell pepper, and onion breakfast wrap with good flavor. I had never had a tofu scramble before, and the difference in texture from eggs was noticeable at first but the taste was wonderful. The entire menu is vegetarian vegan all desserts and pastries are vegan , so it's great for people who follow those kinda of diets. The eggplant ""bacon "" was not what we expected. It was really just cooked sliced eggplant. Good if you like eggplant in general though. Excellent service and delicious coffee with almond milk from a local roaster Xanadu made this an all around great meal. Both of us left happy with our choices, with a tasty dessert for later the gluten free almond butter brownie is great! , and deciding that we needed to return to sample the lunch menu and pie options.",2
"Stumbled across this on yelp while looking for some local thai places for dinner. AMAZING thai food here. Recommend chicken panang curry, garlic rice yum , tom ka soup, beef massaman curry, with the mango sticky rice for dessert. The chicken panang curry and tom ka soup was my favorite. So rich in flavor and the chicken so tender. Delicious! Every item we ordered was good. So if you're looking for some good eats off the strip come here. Why wait an hour at the popular lotus siam next door when you can come here? Great food for reasonable prices and excellent service. They even called a cab for us to get back to our hotel. Highly recommend this little gem. We'll be back.",2
