text,label
"Went for lunch today! Took over 30 minutes to receive our burgers! Ordered the Philly Burger with Cheez Whiz, still looking for the Whiz! No where to be found. Can only have the burgers medium which of course came medium welll! Asked for no onions, lo and behold onions on the burgers. Did refill our drinks without us asking! Probably to appease us for the very long wait. Extras for 1.00 mushrooms, ordered came with a portabella which was not stated. Did not take the 1.00 off the check. This was reflected in the tip we left. Not going back here EVER.",1
"Overpriced Denny's.the food wasn't bad, but it wasn't great, and the prices were outrageous for what we were getting. The service however was amazing. I say this because we showed up here the first time at 4am drunk and the waiter was not only humorous, but was very attentive to my drunken ramblings. nWe went back sober, so I can with all confidence say hat food isn't amazing, although the french fries at 4am were pretty clutch. nPS.not that this is a bad thing for a sober person, but that menu is daunting, to say the least, when you are drunk. I mean, so many choices, and I'm indecisive.yikes",1
"Take a minute to brainstorm everything you hate about Walmart. Every generic , stereotypical thought you can come up with about this corporation. Go ahead, I'll wait a little longer. n nThis Walmart embodies every single one of those stereotypes. There is nothing good I can say about this place. Ok, maybe one good thing the people watching here is top notch. Especially on a Friday night or the 1st of the month . n nI have been to this Walmart 3 times. I refuse to ever go again. It is seriously that bad. This is no exaggeration. You have been warned.",1
"This is probably one of the worst strip clubs in the US. Our limo driver took us here as some of our friends talked it up. The bouncers were hella RUDE, stuck up, and full of themselves. We had a group of 10 people, guys and girls, and they wanted to charge everyone. Charging girls? We ended up going elsewhere and had much more fun. n nThere are ALOT more better places to go to in LV if you are looking for a strip club. Better looking girls, better attitude, and much more fun. n nI do NOT recommend ANYONE coming here. Waste of time.",1
"More to come from the 5 other yelpers in my party who had the same experience as I did. I just wanted to beat them all to the punch. To sum up what they will say in what I'm sure will be great detail n n1. The good not great, reasonably priced brunch food was totally betrayed by the most inept service of all time. n2. Now reading a bunch of other reviews here I see this isn't an uncommon story. n3. Most of the drinks we had were good, including bloody maries, but make your own mimosas by buying champagne and a side glass of OJ.",1
"I have been here twice and after the first time I realized that this isn't the best mexican food out there. I have had better mexican in Charlotte. However it is a good place to have drinks while catching up with friends. n nI enjoy spicy mexican food so Vida isn't the best option for me, but those who do not like spicy do enjoy this place. n nI have had their margaritas and they are great. Their guacamole is also really good and their salsa is good, the spicy salsa you have to ask for it is really good and definitely has a kick.",1
"If there is a chance at you catching a show here, then you should really jump at the chance due to the intimacy of the venue and their ability to score the occasional mid level act. I've seen several acts here, including Phoenix and Bob Schneider and although crowded, it was awesome due to stage proximity. n nI cannot imagine another reason to visit this place other than to see a show, cos things like 'cover' and 'curtained booths' and 'mashup djs' should be enough to turn you right around. n nAlso, I find something sinister and disturbing about 'chain nightclubs'.",1
"The food was simply delicious, and the atmosphere was equal to the task. BUT the service was so poor I will never return. I think the bartender was doing double duty as the server, which meant we got our food when there was a lull at the bar. Lunch literally took an hour and a half, and we didn't receive all the food we ordered. Which was a good thing because we were so satisfied with what did come that there was not room for the additional items. Only problem was that they didn't make it to table, but they definitely made it to the tab.",1
"Blech! Unfortunately ate here twice while staying at Luxor for a conference. The worst buffet in Vegas! Everything tastes like it was frozen then defrosted and plopped into serving dishes! Yuck.lunch offerings were dry and over cooked pork loin, fried chicken and beef stroganoff. Both my husband an I hated everything that was sampled.EVEN dessert! How do you mess up dessert! Well ask Luxor cause they seem to have it down! Sundays champagne brunch was better.only because with all the alcohol everything tastes better!",1
"These people are the worst. They get a little power over you and they treat you like garbage! They are like Nazis! Just mean for no reason. I hate dealing with them. Curt and impersonal. Avoid at all costs! They like to call themselves a law firm, but they are a collection agency with absolutely no personal touch. They obviously do not depend on repeat business from anyone they deal with and they show it. I have never written a review before, but I was compelled to after my last phone call with Christine. Good luck!",1
