text,label
"Great concert venue! I even brought my parents with me once and, even though the mezzanine was closed, they allowed us to sit up there seeing as my mother's mobility is reduced. So A for the staff too!",2
"To me pho in general doesn't make me jump with excitement, it once did when I would eat a bowl once in a great while but now it seems like I've had pho some where every week this past year. Who knows how many large bowls of pho I've gone through in the last 12 months, it's definitely more than all my prior years combined, lots of liquid. n nAnyways Bamboo Bistro has grown on me it's not just a pho place they serve more than pho. Their pho is good though I can't tell the difference between good pho and really good pho. I remember it satisfying my cravings each time. They have a decent selection of items to choose from and add to your pho. I enjoyed the pho rare steak, cooked beef, and meat balls. I also enjoyed the pho rare steak and brisket. I've haven't tried the oxtail or beef stew yet but that's on my list next. The broth was good, usually I need to load my pho with a lot of sriracha and hoisin but I didn't here, just a little. n nFor their non pho, I've had their grilled pork. It was a more than generous portion of food and you could probably split it with another person. It was I think 3 pieces of grilled pork topped with 2 fried eggs, a large scoop of rice, and house salad. I've seen others in the group order the katsu, the tilapia, and the salt and pepper shrimp plates and they were all delicious looking. Their egg rolls are good also. They make various Asian desserts and drinks. n nIt's spacious with a nice flat screen TV on the wall. Clean with good customer service and they're good with getting large groups in and then out with no problems. Most of their items are under 10 which is always good.",2
"I love the all you can sushi here! I stop by this place every time I go to Vegas. n nThe sashimi is pretty fresh and you get two orders of uni and sweet shrimp included in the all you can eat too! I wish they allowed more. They have a huge selection, ranging from nigiri, sushi rolls, hand rolls, to cooked food like yakitori and dynamite which i looove but don't recommend for all you can eat because it's very filling and prevents you from eating more sushi and sashimi . n nOne of my favorite sashimi is salmon, and since it is not one of the limited quantity ones, I tend to order a lot of it. But what I've noticed is that, the first order is always REALLY FATTY and tasty, but as you order more and more, it just gets less and less fatty, to the point where the taste of salmon is gone. I don't know why that happens, but I have noticed that every time I've been there about 5 times . n nIn the end, I still go to this place every time I go to Vegas because it's just such a good deal and it's good quality sushi for the price you pay. Good variety, fresh sushi, great price, can't go wrong with that.",2
"Lark Key is nice little gallery in South End with paintings and a few postcards and small trinkets. The pieces are really beautiful, but definitely pricey. It'd be nice if they had a ""value "" or clearance section for middle class art lovers ",2
Like it!,2
"Holy crap what a disaster. I can only pray that the ones on the east coast are better than this. If this really is Obama's favorite place, I might have to reconsider my support of him. I don't even know where to begin. n nLet me just make a list of WTF items nWicked loud music with no theme or genre nA bin of peanuts that people manhandle while in line nPeanut shells on the floor n ""regular "" burgers have two patties n ""little "" burgers that are 5 n nJust a disaster. Go to Smashburger, please. You'll love it. This place, however, is a joke. Also, if you have a peanut allergy, I REALLY wouldn't recommend going in here.",1
This store used to suck but it looks like recently they've shaped up. Top customer service and the pharmacist is very knowledgable.,2
Im Caf u00e9 sieht es aus wie bei Oma. Die Torten und Kuchen sind allerdings modern. Und schmackhaft. Meinen koffeinfreien Kaffee mochte ich nicht so gerne.insgesamt aber eine gute bis sehr gute Konditorei.,2
This is a place I would skip on your vegas vacation it's a dysfunctional restaurant with what should be the main attraction on the meat side of entr u00e9es lacking any flavor at all and over cooked. I'm talking about the veal osso bucco the risotto what under cooked and no bone marrow left inside the bone. Anyone can do cheap crappy pasta and dress it up but butcher a osso bucco that slow braised that's dry it should let you know it's just a joke for italian food. It also seemed that the manager was more interested in staring at the women employed their then running a restaurant not once did he touch a table while I was there and education of the staff would be ideal so everyone doesn't have a blank stare when asked a question on the food.,1
"Maybe we came on a bad night but that was so not impressive. Some of the worst service I've had in a while. They took forever to take our order in a non crowded restaurant. I barely remember what we got due to starvation messing with my brain that night. nHowever I do remember that we ordered four quail eggs for two people, and they came in one dish. One. Even if that was for one person, four eggs on a little plate? How did you expect us to eat that I wonder. Also the sashimi nigiri is definitely priced above the quality.",1
